web-scraper-order,web-scraper-start-url,season,season-href,anime,anime-href,name,score,rank,popularity,members,season_repeat,type,studio
1648526382-879,https://myanimelist.net/anime/season/archive,Spring 1997,https://myanimelist.net/anime/season/1997/spring,Spoon-hime no Swing Kitchen,https://myanimelist.net/anime/30120/Spoon-hime_no_Swing_Kitchen,Spoon-hime no Swing Kitchen,N/A,#14060,#16652,195,Spring 1997,TV,null
1648528650-1234,https://myanimelist.net/anime/season/archive,Fall 2002,https://myanimelist.net/anime/season/2002/fall,Asobot Senki Gokuu,https://myanimelist.net/anime/3193/Asobot_Senki_Gokuu,Asobot Senki Gokuu,6.59,#5738,#8582,"3,056",Fall 2002,TV,Studio Egg
1648544004-3688,https://myanimelist.net/anime/season/archive,Spring 2016,https://myanimelist.net/anime/season/2016/spring,Magi: Sinbad no Bouken (TV),https://myanimelist.net/anime/31741/Magi__Sinbad_no_Bouken_TV,Magi: Sinbad no Bouken (TV),7.86,#774,#415,"425,359",Spring 2016,TV,Lay-duce
1648545832-3984,https://myanimelist.net/anime/season/archive,Winter 2017,https://myanimelist.net/anime/season/2017/winter,Marginal#4: Kiss kara Tsukuru Big Bang,https://myanimelist.net/anime/33788/Marginal4__Kiss_kara_Tsukuru_Big_Bang,Marginal#4: Kiss kara Tsukuru Big Bang,6.69,#5247,#4627,"15,297",Winter 2017,TV,J.C.Staff
1648538046-2727,https://myanimelist.net/anime/season/archive,Spring 2012,https://myanimelist.net/anime/season/2012/spring,Nukko.,https://myanimelist.net/anime/22585/Nukko,Nukko.,N/A,#12974,#15583,264,Spring 2012,TV,Kachidoki Studio
1648535252-2284,https://myanimelist.net/anime/season/archive,Spring 2009,https://myanimelist.net/anime/season/2009/spring,Chi's Sweet Home: Atarashii Ouchi,https://myanimelist.net/anime/6024/Chis_Sweet_Home__Atarashii_Ouchi,Chi's Sweet Home: Atarashii Ouchi,7.72,#1038,#3597,"27,352",Spring 2009,TV,Madhouse
1648550170-4684,https://myanimelist.net/anime/season/archive,Fall 2021,https://myanimelist.net/anime/season/2021/fall,Kimi to Fit Boxing,https://myanimelist.net/anime/49664/Kimi_to_Fit_Boxing,Kimi to Fit Boxing,N/A,#17203,#11423,"1,006",Fall 2021,TV,Imagineer
1648522882-366,https://myanimelist.net/anime/season/archive,Spring 1982,https://myanimelist.net/anime/season/1982/spring,Tezuka Osamu no Don Dracula,https://myanimelist.net/anime/4853/Tezuka_Osamu_no_Don_Dracula,Tezuka Osamu no Don Dracula,6.04,#8607,#9424,"2,220",Spring 1982,TV,Tezuka Productions
1648546168-4039,https://myanimelist.net/anime/season/archive,Fall 2018,https://myanimelist.net/anime/season/2018/fall,Ken En Ken: Aoki Kagayaki,https://myanimelist.net/anime/38083/Ken_En_Ken__Aoki_Kagayaki,Ken En Ken: Aoki Kagayaki,6.03,#8661,#4609,"15,442",Fall 2018,TV,Studio Deen
1648521783-208,https://myanimelist.net/anime/season/archive,Spring 1976,https://myanimelist.net/anime/season/1976/spring,Pinocchio yori Piccolino no Bouken,https://myanimelist.net/anime/2567/Pinocchio_yori_Piccolino_no_Bouken,Pinocchio yori Piccolino no Bouken,6.28,#7385,#9981,"1,802",Spring 1976,TV,Nippon Animation
1648541748-3323,https://myanimelist.net/anime/season/archive,Summer 2015,https://myanimelist.net/anime/season/2015/summer,Yakyuubu Aruaru,https://myanimelist.net/anime/31177/Yakyuubu_Aruaru,Yakyuubu Aruaru,N/A,#14898,#14456,349,Summer 2015,TV,null
1648538877-2863,https://myanimelist.net/anime/season/archive,Fall 2013,https://myanimelist.net/anime/season/2013/fall,Kyoukai no Kanata,https://myanimelist.net/anime/18153/Kyoukai_no_Kanata,Kyoukai no Kanata,7.74,#998,#109,"1,033,026",Fall 2013,TV,Kyoto Animation
1648542331-3419,https://myanimelist.net/anime/season/archive,Spring 2015,https://myanimelist.net/anime/season/2015/spring,Denpa Kyoushi (TV),https://myanimelist.net/anime/29589/Denpa_Kyoushi_TV,Denpa Kyoushi (TV),6.88,#4358,#1294,"143,490",Spring 2015,TV,A-1 Pictures
1648545009-3851,https://myanimelist.net/anime/season/archive,Summer 2017,https://myanimelist.net/anime/season/2017/summer,18if,https://myanimelist.net/anime/35248/18if,18if,6.15,#8027,#2533,"52,370",Summer 2017,TV,Gonzo
1648528917-1276,https://myanimelist.net/anime/season/archive,Spring 2002,https://myanimelist.net/anime/season/2002/spring,Bakutou Sengen Daigunder,https://myanimelist.net/anime/3271/Bakutou_Sengen_Daigunder,Bakutou Sengen Daigunder,6.71,#5127,#8858,"2,760",Spring 2002,TV,Nippon Animation
1648536682-2509,https://myanimelist.net/anime/season/archive,Fall 2011,https://myanimelist.net/anime/season/2011/fall,Hunter x Hunter (2011),https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011,Hunter x Hunter (2011),9.05,#8,#10,"2,301,610",Fall 2011,TV,Madhouse
1648520888-85,https://myanimelist.net/anime/season/archive,Fall 1970,https://myanimelist.net/anime/season/1970/fall,Kick no Oni,https://myanimelist.net/anime/3870/Kick_no_Oni,Kick no Oni,6.19,#7834,#11851,853,Fall 1970,TV,Toei Animation
1648549165-4527,https://myanimelist.net/anime/season/archive,Fall 2020,https://myanimelist.net/anime/season/2020/fall,Higurashi no Naku Koro ni Gou,https://myanimelist.net/anime/41006/Higurashi_no_Naku_Koro_ni_Gou,Higurashi no Naku Koro ni Gou,7.2,#2955,#831,"229,195",Fall 2020,TV,Passione
1648525415-736,https://myanimelist.net/anime/season/archive,Fall 1994,https://myanimelist.net/anime/season/1994/fall,Oyako Club,https://myanimelist.net/anime/12393/Oyako_Club,Oyako Club,5.51,#10607,#11618,936,Fall 1994,TV,Eiken
1648540915-3188,https://myanimelist.net/anime/season/archive,Spring 2014,https://myanimelist.net/anime/season/2014/spring,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.1,#440,#116,"987,930",Spring 2014,TV,David Production
1648549223-4534,https://myanimelist.net/anime/season/archive,Fall 2020,https://myanimelist.net/anime/season/2020/fall,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,https://myanimelist.net/anime/40454/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_III,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.45,#1801,#381,"458,254",Fall 2020,TV,J.C.Staff
1648538009-2722,https://myanimelist.net/anime/season/archive,Summer 2012,https://myanimelist.net/anime/season/2012/summer,Sword Art Online,https://myanimelist.net/anime/11757/Sword_Art_Online,Sword Art Online,7.2,#2926,#5,"2,701,850",Summer 2012,TV,A-1 Pictures
1648527491-1054,https://myanimelist.net/anime/season/archive,Spring 1999,https://myanimelist.net/anime/season/1999/spring,Dual! Parallel Lun-Lun Monogatari,https://myanimelist.net/anime/992/Dual_Parallel_Lun-Lun_Monogatari,Dual! Parallel Lun-Lun Monogatari,7.08,#3496,#4503,"16,470",Spring 1999,TV,AIC
1648524802-646,https://myanimelist.net/anime/season/archive,Spring 1991,https://myanimelist.net/anime/season/1991/spring,Otenki Boys,https://myanimelist.net/anime/30025/Otenki_Boys,Otenki Boys,N/A,#13146,#17159,167,Spring 1991,TV,null
1648547250-4217,https://myanimelist.net/anime/season/archive,Spring 2018,https://myanimelist.net/anime/season/2018/spring,Tokyo Ghoul:re,https://myanimelist.net/anime/36511/Tokyo_Ghoul_re,Tokyo Ghoul:re,6.39,#6864,#118,"980,101",Spring 2018,TV,Studio Pierrot
1648548043-4345,https://myanimelist.net/anime/season/archive,Summer 2019,https://myanimelist.net/anime/season/2019/summer,Try Knights,https://myanimelist.net/anime/39527/Try_Knights,Try Knights,4.71,#12113,#4374,"17,719",Summer 2019,TV,Gonzo
1648545003-3850,https://myanimelist.net/anime/season/archive,Summer 2017,https://myanimelist.net/anime/season/2017/summer,Dive!!,https://myanimelist.net/anime/34543/Dive,Dive!!,6.09,#8332,#2673,"47,612",Summer 2017,TV,Zero-G
1648523991-528,https://myanimelist.net/anime/season/archive,Fall 1988,https://myanimelist.net/anime/season/1988/fall,Hai! Akko Desu,https://myanimelist.net/anime/5534/Hai_Akko_Desu,Hai! Akko Desu,6.55,#5965,#12219,747,Fall 1988,TV,Eiken
1648528045-1140,https://myanimelist.net/anime/season/archive,Fall 2001,https://myanimelist.net/anime/season/2001/fall,Geisters: Fractions of the Earth,https://myanimelist.net/anime/3104/Geisters__Fractions_of_the_Earth,Geisters: Fractions of the Earth,5.69,#10011,#10464,"1,480",Fall 2001,TV,Plum
1648548968-4494,https://myanimelist.net/anime/season/archive,Fall 2020,https://myanimelist.net/anime/season/2020/fall,Tsukiuta. The Animation 2,https://myanimelist.net/anime/38669/Tsukiuta_The_Animation_2,Tsukiuta. The Animation 2,6.64,#5490,#6483,"6,584",Fall 2020,TV,Children's Playground Entertainment
1648525788-792,https://myanimelist.net/anime/season/archive,Spring 1995,https://myanimelist.net/anime/season/1995/spring,Robot Pulta,https://myanimelist.net/anime/29375/Robot_Pulta,Robot Pulta,N/A,#13486,#15323,281,Spring 1995,TV,null
1648535995-2402,https://myanimelist.net/anime/season/archive,Spring 2010,https://myanimelist.net/anime/season/2010/spring,Bobble Bobble Cook,https://myanimelist.net/anime/48221/Bobble_Bobble_Cook,Bobble Bobble Cook,N/A,#15516,#18681,52,Spring 2010,TV,null
1648528759-1252,https://myanimelist.net/anime/season/archive,Fall 2002,https://myanimelist.net/anime/season/2002/fall,Mobile Suit Gundam SEED,https://myanimelist.net/anime/93/Mobile_Suit_Gundam_SEED,Mobile Suit Gundam SEED,7.76,#936,#1224,"153,064",Fall 2002,TV,Sunrise
1648527796-1101,https://myanimelist.net/anime/season/archive,Summer 2000,https://myanimelist.net/anime/season/2000/summer,Tottoko Hamtarou,https://myanimelist.net/anime/508/Tottoko_Hamtarou,Tottoko Hamtarou,6.98,#3932,#2522,"52,803",Summer 2000,TV,TMS Entertainment
1648523957-524,https://myanimelist.net/anime/season/archive,Winter 1987,https://myanimelist.net/anime/season/1987/winter,Shin Maple Town Monogatari: Palm Town-hen,https://myanimelist.net/anime/5203/Shin_Maple_Town_Monogatari__Palm_Town-hen,Shin Maple Town Monogatari: Palm Town-hen,6.7,#5178,#10399,"1,527",Winter 1987,TV,Toei Animation
1648533110-1945,https://myanimelist.net/anime/season/archive,Spring 2007,https://myanimelist.net/anime/season/2007/spring,Yasai no Yousei: N.Y.Salad,https://myanimelist.net/anime/10705/Yasai_no_Yousei__NYSalad,Yasai no Yousei: N.Y.Salad,N/A,#14921,#14047,392,Spring 2007,TV,null
1648534560-2175,https://myanimelist.net/anime/season/archive,Winter 2008,https://myanimelist.net/anime/season/2008/winter,Minami-ke Okawari,https://myanimelist.net/anime/3225/Minami-ke_Okawari,Minami-ke Okawari,7.34,#2222,#2169,"68,632",Winter 2008,TV,asread.
1648524723-635,https://myanimelist.net/anime/season/archive,Fall 1991,https://myanimelist.net/anime/season/1991/fall,Reporter Blues,https://myanimelist.net/anime/6674/Reporter_Blues,Reporter Blues,6.35,#7049,#11662,917,Fall 1991,TV,TMS Entertainment
1648549749-4617,https://myanimelist.net/anime/season/archive,Spring 2020,https://myanimelist.net/anime/season/2020/spring,Appare-Ranman!,https://myanimelist.net/anime/40532/Appare-Ranman,Appare-Ranman!,7.28,#2540,#1513,"115,352",Spring 2020,TV,P.A. Works
1648521693-195,https://myanimelist.net/anime/season/archive,Fall 1976,https://myanimelist.net/anime/season/1976/fall,Kyouryuu Tankentai Born Free,https://myanimelist.net/anime/9978/Kyouryuu_Tankentai_Born_Free,Kyouryuu Tankentai Born Free,5.85,#9392,#11891,842,Fall 1976,TV,Sunrise
1648523525-461,https://myanimelist.net/anime/season/archive,Spring 1985,https://myanimelist.net/anime/season/1985/spring,Onegai! Samia Don,https://myanimelist.net/anime/2805/Onegai_Samia_Don,Onegai! Samia Don,6.9,#4254,#11511,971,Spring 1985,TV,TMS Entertainment
1648547394-4240,https://myanimelist.net/anime/season/archive,Winter 2018,https://myanimelist.net/anime/season/2018/winter,Nanatsu no Bitoku,https://myanimelist.net/anime/36847/Nanatsu_no_Bitoku,Nanatsu no Bitoku,5.22,#11393,#2636,"49,043",Winter 2018,TV,Bridge
1648529714-1404,https://myanimelist.net/anime/season/archive,Winter 2003,https://myanimelist.net/anime/season/2003/winter,DigiGirl Pop!: Strawberry & Pop Mix Flavor,https://myanimelist.net/anime/7750/DigiGirl_Pop__Strawberry___Pop_Mix_Flavor,DigiGirl Pop!: Strawberry & Pop Mix Flavor,N/A,#15901,#13637,447,Winter 2003,TV,Creators Dot Com
1648551596-4909,https://myanimelist.net/anime/season/archive,Summer 2022,https://myanimelist.net/anime/season/2022/summer,Cardfight!! Vanguard: Will+Dress,https://myanimelist.net/anime/49819/Cardfight_Vanguard__Will_Dress,Cardfight!! Vanguard: Will+Dress,N/A,N/A,#11289,"1,052",Summer 2022,TV,null
1648532268-1813,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Aa! Megami-sama!: Sorezore no Tsubasa,https://myanimelist.net/anime/880/Aa_Megami-sama__Sorezore_no_Tsubasa,Aa! Megami-sama!: Sorezore no Tsubasa,7.56,#1451,#2308,"61,894",Spring 2006,TV,AIC
1648550730-4774,https://myanimelist.net/anime/season/archive,Spring 2021,https://myanimelist.net/anime/season/2021/spring,ColoColo Animal Otogibanashi,https://myanimelist.net/anime/48789/ColoColo_Animal_Otogibanashi,ColoColo Animal Otogibanashi,N/A,#15791,#18015,115,Spring 2021,TV,Milky Cartoon
1648532304-1819,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Kiba,https://myanimelist.net/anime/845/Kiba,Kiba,7.3,#2454,#2079,"73,047",Spring 2006,TV,Madhouse
1648530425-1517,https://myanimelist.net/anime/season/archive,Spring 2004,https://myanimelist.net/anime/season/2004/spring,Hanaukyou Maid-tai: La Verite,https://myanimelist.net/anime/649/Hanaukyou_Maid-tai__La_Verite,Hanaukyou Maid-tai: La Verite,6.77,#4849,#3989,"21,793",Spring 2004,TV,Daume
1648538438-2791,https://myanimelist.net/anime/season/archive,Winter 2012,https://myanimelist.net/anime/season/2012/winter,Poyopoyo Kansatsu Nikki,https://myanimelist.net/anime/12021/Poyopoyo_Kansatsu_Nikki,Poyopoyo Kansatsu Nikki,7.66,#1169,#4155,"19,748",Winter 2012,TV,Studio Deen
1648530931-1598,https://myanimelist.net/anime/season/archive,Summer 2005,https://myanimelist.net/anime/season/2005/summer,Patalliro Saiyuuki!,https://myanimelist.net/anime/1035/Patalliro_Saiyuuki,Patalliro Saiyuuki!,6.54,#6011,#8153,"3,628",Summer 2005,TV,Magic Bus
1648543637-3631,https://myanimelist.net/anime/season/archive,Spring 2016,https://myanimelist.net/anime/season/2016/spring,Sore Ike! Sabuibo Mask,https://myanimelist.net/anime/33188/Sore_Ike_Sabuibo_Mask,Sore Ike! Sabuibo Mask,N/A,#14036,#15445,273,Spring 2016,TV,DLE
1648535010-2245,https://myanimelist.net/anime/season/archive,Summer 2009,https://myanimelist.net/anime/season/2009/summer,GA: Geijutsuka Art Design Class,https://myanimelist.net/anime/5670/GA__Geijutsuka_Art_Design_Class,GA: Geijutsuka Art Design Class,7.14,#3236,#4263,"18,757",Summer 2009,TV,AIC PLUS+
1648544780-3814,https://myanimelist.net/anime/season/archive,Fall 2017,https://myanimelist.net/anime/season/2017/fall,Kekkai Sensen & Beyond,https://myanimelist.net/anime/34451/Kekkai_Sensen___Beyond,Kekkai Sensen & Beyond,7.82,#842,#482,"374,798",Fall 2017,TV,Bones
1648534712-2197,https://myanimelist.net/anime/season/archive,Fall 2009,https://myanimelist.net/anime/season/2009/fall,Tamagotchi!,https://myanimelist.net/anime/6900/Tamagotchi,Tamagotchi!,6.3,#7283,#10800,"1,290",Fall 2009,TV,OLM Digital
1648537117-2577,https://myanimelist.net/anime/season/archive,Spring 2011,https://myanimelist.net/anime/season/2011/spring,Honto ni Atta! Reibai Sensei,https://myanimelist.net/anime/10338/Honto_ni_Atta_Reibai_Sensei,Honto ni Atta! Reibai Sensei,6.55,#5966,#6206,"7,394",Spring 2011,TV,DLE
1648526521-901,https://myanimelist.net/anime/season/archive,Winter 1997,https://myanimelist.net/anime/season/1997/winter,Eat-Man,https://myanimelist.net/anime/1704/Eat-Man,Eat-Man,6.4,#6791,#5545,"9,671",Winter 1997,TV,Studio Deen
1648527125-995,https://myanimelist.net/anime/season/archive,Fall 1999,https://myanimelist.net/anime/season/1999/fall,Omishi Mahou Gekijou: Risky?Safety,https://myanimelist.net/anime/1300/Omishi_Mahou_Gekijou__Risky%E2%98%85Safety,Omishi Mahou Gekijou: Risky?Safety,6.62,#5577,#8111,"3,678",Fall 1999,TV,APPP
1648540386-3101,https://myanimelist.net/anime/season/archive,Summer 2014,https://myanimelist.net/anime/season/2014/summer,Re:?Hamatora,https://myanimelist.net/anime/23421/Re_%E2%90%A3Hamatora,Re:?Hamatora,7.37,#2123,#1205,"156,432",Summer 2014,TV,Lerche
1648537937-2710,https://myanimelist.net/anime/season/archive,Summer 2012,https://myanimelist.net/anime/season/2012/summer,Yuru Yuri??,https://myanimelist.net/anime/12403/Yuru_Yuri%E2%99%AA%E2%99%AA,Yuru Yuri??,7.84,#802,#1119,"167,777",Summer 2012,TV,Doga Kobo
1648535377-2305,https://myanimelist.net/anime/season/archive,Spring 2009,https://myanimelist.net/anime/season/2009/spring,Pandora Hearts,https://myanimelist.net/anime/5530/Pandora_Hearts,Pandora Hearts,7.68,#1120,#448,"399,425",Spring 2009,TV,Xebec
1648551227-4849,https://myanimelist.net/anime/season/archive,Winter 2021,https://myanimelist.net/anime/season/2021/winter,Pui Pui Molcar,https://myanimelist.net/anime/44235/Pui_Pui_Molcar,Pui Pui Molcar,8.02,#530,#5258,"11,069",Winter 2021,TV,Shin-Ei Animation
1648545117-3869,https://myanimelist.net/anime/season/archive,Summer 2017,https://myanimelist.net/anime/season/2017/summer,Owarimonogatari 2nd Season,https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season,Owarimonogatari 2nd Season,8.9,#21,#535,"341,012",Summer 2017,TV,Shaft
1648529835-1422,https://myanimelist.net/anime/season/archive,Winter 2003,https://myanimelist.net/anime/season/2003/winter,Bakuten Shoot Beyblade G Revolution,https://myanimelist.net/anime/1668/Bakuten_Shoot_Beyblade_G_Revolution,Bakuten Shoot Beyblade G Revolution,6.93,#4115,#2771,"44,056",Winter 2003,TV,Madhouse
1648540624-3139,https://myanimelist.net/anime/season/archive,Spring 2014,https://myanimelist.net/anime/season/2014/spring,Pretty Rhythm: All Star Selection,https://myanimelist.net/anime/22215/Pretty_Rhythm__All_Star_Selection,Pretty Rhythm: All Star Selection,6.48,#6352,#8700,"2,928",Spring 2014,TV,Tatsunoko Production
1648548211-4373,https://myanimelist.net/anime/season/archive,Summer 2019,https://myanimelist.net/anime/season/2019/summer,Vinland Saga,https://myanimelist.net/anime/37521/Vinland_Saga,Vinland Saga,8.73,#41,#104,"1,053,119",Summer 2019,TV,Wit Studio
1648528382-1194,https://myanimelist.net/anime/season/archive,Spring 2001,https://myanimelist.net/anime/season/2001/spring,Chance Triangle Session,https://myanimelist.net/anime/2495/Chance_Triangle_Session,Chance Triangle Session,6.51,#6173,#7152,"5,121",Spring 2001,TV,Madhouse
1648524922-665,https://myanimelist.net/anime/season/archive,Winter 1991,https://myanimelist.net/anime/season/1991/winter,Getter Robo Go,https://myanimelist.net/anime/5292/Getter_Robo_Go,Getter Robo Go,6.14,#8125,#9611,"2,058",Winter 1991,TV,Toei Animation
1648526800-944,https://myanimelist.net/anime/season/archive,Spring 1998,https://myanimelist.net/anime/season/1998/spring,YAT Anshin! Uchuu Ryokou 2,https://myanimelist.net/anime/1892/YAT_Anshin_Uchuu_Ryokou_2,YAT Anshin! Uchuu Ryokou 2,6.97,#3982,#11415,"1,008",Spring 1998,TV,Group TAC
1648547874-4318,https://myanimelist.net/anime/season/archive,Fall 2019,https://myanimelist.net/anime/season/2019/fall,Ahiru no Sora,https://myanimelist.net/anime/37403/Ahiru_no_Sora,Ahiru no Sora,7.29,#2460,#1108,"169,317",Fall 2019,TV,Diomed?a
1648539502-2958,https://myanimelist.net/anime/season/archive,Spring 2013,https://myanimelist.net/anime/season/2013/spring,Aku no Hana,https://myanimelist.net/anime/16201/Aku_no_Hana,Aku no Hana,7.15,#3158,#991,"191,733",Spring 2013,TV,Zexcs
1648550346-4713,https://myanimelist.net/anime/season/archive,Fall 2021,https://myanimelist.net/anime/season/2021/fall,World Trigger 3rd Season,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season,World Trigger 3rd Season,8.33,#211,#2052,"74,522",Fall 2021,TV,Toei Animation
1648539190-2913,https://myanimelist.net/anime/season/archive,Spring 2013,https://myanimelist.net/anime/season/2013/spring,Boku wa Ou-sama (TV),https://myanimelist.net/anime/18191/Boku_wa_Ou-sama_TV,Boku wa Ou-sama (TV),N/A,#15536,#14704,328,Spring 2013,TV,Graphinica
1648545255-3891,https://myanimelist.net/anime/season/archive,Spring 2017,https://myanimelist.net/anime/season/2017/spring,Otoppe,https://myanimelist.net/anime/35372/Otoppe,Otoppe,N/A,#13163,#15883,243,Spring 2017,TV,null
1648548680-4449,https://myanimelist.net/anime/season/archive,Winter 2019,https://myanimelist.net/anime/season/2019/winter,Choujigen Kakumei Anime: Dimension High School,https://myanimelist.net/anime/38449/Choujigen_Kakumei_Anime__Dimension_High_School,Choujigen Kakumei Anime: Dimension High School,5.11,#11627,#5702,"9,063",Winter 2019,TV,Asmik Ace
1648525344-727,https://myanimelist.net/anime/season/archive,Spring 1993,https://myanimelist.net/anime/season/1993/spring,Mobile Suit Victory Gundam,https://myanimelist.net/anime/89/Mobile_Suit_Victory_Gundam,Mobile Suit Victory Gundam,6.74,#4988,#3843,"23,591",Spring 1993,TV,Sunrise
1648527660-1080,https://myanimelist.net/anime/season/archive,Fall 2000,https://myanimelist.net/anime/season/2000/fall,Mutekiou Tri-Zenon,https://myanimelist.net/anime/1975/Mutekiou_Tri-Zenon,Mutekiou Tri-Zenon,6.13,#8167,#10810,"1,284",Fall 2000,TV,E&G Films
1648545045-3857,https://myanimelist.net/anime/season/archive,Summer 2017,https://myanimelist.net/anime/season/2017/summer,Nana Maru San Batsu,https://myanimelist.net/anime/34580/Nana_Maru_San_Batsu,Nana Maru San Batsu,6.67,#5348,#2121,"71,153",Summer 2017,TV,TMS Entertainment
1648543775-3650,https://myanimelist.net/anime/season/archive,Spring 2016,https://myanimelist.net/anime/season/2016/spring,Usakame,https://myanimelist.net/anime/32454/Usakame,Usakame,5.77,#9707,#5170,"11,562",Spring 2016,TV,Millepensee
1648540313-3089,https://myanimelist.net/anime/season/archive,Summer 2014,https://myanimelist.net/anime/season/2014/summer,Futsuu no Joshikousei ga [Locodol] Yattemita.,https://myanimelist.net/anime/22189/Futsuu_no_Joshikousei_ga_Locodol_Yattemita,Futsuu no Joshikousei ga [Locodol] Yattemita.,6.89,#4301,#2813,"42,877",Summer 2014,TV,feel.
1648537450-2631,https://myanimelist.net/anime/season/archive,Winter 2011,https://myanimelist.net/anime/season/2011/winter,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,https://myanimelist.net/anime/9587/Oniichan_no_Koto_nanka_Zenzen_Suki_ja_Nai_n_da_kara_ne,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,6.1,#8280,#1926,"83,637",Winter 2011,TV,Zexcs
1648530991-1608,https://myanimelist.net/anime/season/archive,Summer 2005,https://myanimelist.net/anime/season/2005/summer,Kamichu!,https://myanimelist.net/anime/489/Kamichu,Kamichu!,7.37,#2111,#2455,"56,032",Summer 2005,TV,Brain's Base
1648520720-62,https://myanimelist.net/anime/season/archive,Winter 1968,https://myanimelist.net/anime/season/1968/winter,Wanpaku Tanteidan,https://myanimelist.net/anime/12139/Wanpaku_Tanteidan,Wanpaku Tanteidan,N/A,#14633,#12546,670,Winter 1968,TV,Mushi Production
1648551421-4881,https://myanimelist.net/anime/season/archive,Winter 2021,https://myanimelist.net/anime/season/2021/winter,"Kumo Desu ga, Nani ka?",https://myanimelist.net/anime/37984/Kumo_Desu_ga_Nani_ka,"Kumo Desu ga, Nani ka?",7.45,#1814,#576,"320,309",Winter 2021,TV,Millepensee
1648522696-339,https://myanimelist.net/anime/season/archive,Spring 1981,https://myanimelist.net/anime/season/1981/spring,Shin Taketori Monogatari: 1000-nen Joou,https://myanimelist.net/anime/1548/Shin_Taketori_Monogatari__1000-nen_Joou,Shin Taketori Monogatari: 1000-nen Joou,7.16,#3111,#7437,"4,707",Spring 1981,TV,Toei Animation
1648527843-1108,https://myanimelist.net/anime/season/archive,Spring 2000,https://myanimelist.net/anime/season/2000/spring,Ginsoukikou Ordian,https://myanimelist.net/anime/832/Ginsoukikou_Ordian,Ginsoukikou Ordian,5.63,#10212,#8857,"2,762",Spring 2000,TV,Plum
1648548716-4455,https://myanimelist.net/anime/season/archive,Winter 2019,https://myanimelist.net/anime/season/2019/winter,Pastel Memories,https://myanimelist.net/anime/37374/Pastel_Memories,Pastel Memories,5.12,#11609,#4315,"18,236",Winter 2019,TV,Project No.9
1648528693-1241,https://myanimelist.net/anime/season/archive,Fall 2002,https://myanimelist.net/anime/season/2002/fall,Overman King Gainer,https://myanimelist.net/anime/1792/Overman_King_Gainer,Overman King Gainer,6.92,#4160,#5181,"11,475",Fall 2002,TV,Sunrise
1648524681-629,https://myanimelist.net/anime/season/archive,Winter 1990,https://myanimelist.net/anime/season/1990/winter,Chibi Maruko-chan,https://myanimelist.net/anime/951/Chibi_Maruko-chan,Chibi Maruko-chan,7.6,#1327,#5348,"10,618",Winter 1990,TV,Nippon Animation
1648546764-4137,https://myanimelist.net/anime/season/archive,Summer 2018,https://myanimelist.net/anime/season/2018/summer,Hataraku Saibou (TV),https://myanimelist.net/anime/37141/Hataraku_Saibou_TV,Hataraku Saibou (TV),7.57,#1413,#298,"567,607",Summer 2018,TV,David Production
1648521531-172,https://myanimelist.net/anime/season/archive,Fall 1975,https://myanimelist.net/anime/season/1975/fall,Ikkyuu-san,https://myanimelist.net/anime/4935/Ikkyuu-san,Ikkyuu-san,6.77,#4853,#9864,"1,878",Fall 1975,TV,Toei Animation
1648527360-1033,https://myanimelist.net/anime/season/archive,Summer 1999,https://myanimelist.net/anime/season/1999/summer,Great Teacher Onizuka,https://myanimelist.net/anime/245/Great_Teacher_Onizuka,Great Teacher Onizuka,8.69,#50,#212,"708,092",Summer 1999,TV,Studio Pierrot
1648538679-2830,https://myanimelist.net/anime/season/archive,Fall 2013,https://myanimelist.net/anime/season/2013/fall,Sekai de Ichiban Tsuyoku Naritai!,https://myanimelist.net/anime/11763/Sekai_de_Ichiban_Tsuyoku_Naritai,Sekai de Ichiban Tsuyoku Naritai!,5.78,#9643,#2595,"50,184",Fall 2013,TV,Arms
1648532208-1803,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Zegapain,https://myanimelist.net/anime/878/Zegapain,Zegapain,7.31,#2404,#3315,"31,883",Spring 2006,TV,Sunrise
1648538949-2874,https://myanimelist.net/anime/season/archive,Summer 2013,https://myanimelist.net/anime/season/2013/summer,Tamayura: More Aggressive,https://myanimelist.net/anime/15731/Tamayura__More_Aggressive,Tamayura: More Aggressive,7.56,#1445,#4271,"18,716",Summer 2013,TV,TYO Animations
